Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
13-May-14,17.3,5.6,0,1.2,0,1016.3,14.733,
14-May-14,16.5,7.3,4, ,0.1,1026.4,14.562,
15-May-14,19.7,10.5,0,7.8,0.1,1029.6,16.827,
16-May-14,19.9,9.3,0,7,0,1024.9,17.708,
17-May-14,20.4,7.1,0,1.7,0,1013.7,17.427,
18-May-14,14.4,9.8,0,8.8,6,1002.8,15.165,
19-May-14,16,9.9,0,9.8,4.2,997.6,14.812,
20-May-14,17,7.9,0,7.3,4.5,999.2,15.797,
21-May-14,18.6,6.1,0,1,0,1001.9,16.493,
22-May-14,14.1,6.2,0,1.9,0.5,999.5,15.29,
23-May-14,11.5,9.1,0,8.7,3,1002.4,13.358,
24-May-14,13.6,8.9,0,8.4,11,1004.2,13.002,
25-May-14,15.1,8.2,0,10,4,1008.3,13.868,
26-May-14,14.4,7.3,0,4.6,4.6,1011.3,14.01,
27-May-14,17.2,4.6,0,0.6,0.1,1012.3,14.935,
28-May-14,18.7,6.5,0,2.6,0,1012.3,16.188,
29-May-14,13.6,10.8,0,10.1,2.4,1014.9,14.833,
30-May-14,16.1,10.9,0,9.2,0,1019,15.79,
31-May-14,21.2,9.6,0,6.8,0,1019.4,18.202,
01-Jun-14,20.3,11.6,0,8,0,1014.5,18.972,
02-Jun-14,17.1,11.2,0,10.4,0,1009.7,17.888,
03-Jun-14,17.2,9.2,0,9.1,1.3,1005,17.747,
04-Jun-14,15.8,7.5,0,8,4.2,1002,15.422,
05-Jun-14,18.2,5.4,0,0.2,0,1004.6,16.625,
06-Jun-14,16.7,6,0,1.3,0.5,1003.8,14.802,
07-Jun-14,20,13.2,0,11.4,1.8,1003.3,16.48,
08-Jun-14,18.7,10.3,0,5.6,0.9,1007.6,16.7,
09-Jun-14,18.6,11.3,0,7.8,0,1008.1,17.91,
10-Jun-14,17.9,9.4,0,9.5,2.7,1008.2,17.288,
11-Jun-14,19.4,8.9,0,4.1,0,1016.8,16.91,
12-Jun-14,22.2,9.1,0,4.6,0,1021.8,19.28,
13-Jun-14,21.6,11.4,0,7.2,0,1020.6,20.337,
14-Jun-14,19.2,12.7,0,8,0,1022.6,19.432,
15-Jun-14,19.7,11.6,0,9.2,0,1024.8,20.362,
16-Jun-14,19.8,9.2,0,5.3,0,1025.2,20.165,
17-Jun-14,22.7,8.9,0,5.4,0,1024.9,22.345,
18-Jun-14,24.6,11.5,0,7.3,0,1022.7,24.255,
19-Jun-14,19.9,10.8,0,9.8,0,1020.8,23.142,
20-Jun-14,19.1,7,0,1.5,0,1018.9,20.962,
21-Jun-14,20.6,8.5,0,3,0,1017.1,20.93,
22-Jun-14,20.5,8,0,2.5,0,1018.4,21.585,
23-Jun-14,22,10.5,0,6,0,1019.4,22.302,
24-Jun-14,21,10,0,5.1,0,1016.6,21.515,
25-Jun-14,19.2,14,0,13,3.1,1011.8,20.362,
26-Jun-14,18.8,12.6,0,12.8,11.2,1007.1,18.965,
27-Jun-14,17.6,10.6,0,6.8,0.1,1005.5,18.382,
28-Jun-14,16.4,7.4,0,6.5,3.8,1007.2,17.3,
29-Jun-14,17.5,5.9,0,0.8,0,1010,15.882,
30-Jun-14,18.9,6.3,0,1.5,0,1012,18.782,
01-Jul-14,21.1,8.1,0,2.7,0,1014.6,20.865,
02-Jul-14,21.9,9,0,4,0,1013.2,20.228,
03-Jul-14,21.2,14,0,12.9,0.6,1007,21.358,
04-Jul-14,18.9,12.4,0,14.3,2.4,997.1,19.805,
05-Jul-14,19.2,7.3,0,2.9,0.1,996.1,19.368,
06-Jul-14,19.2,6.6,0,1.9,0.2,1000.9,18.292,
07-Jul-14,17.5,8.7,0,3.5,0.1,1007.3,18.632,
08-Jul-14,18.5,8.6,0,3.7,2.4,1014.5,17.852,
09-Jul-14,21.5,7.6,0,2,0.1,1018.6,19.015,
10-Jul-14,21,14.2,0,13.2,11.2,1016,20.82,
11-Jul-14,21.8,13.4,0,9.6,0.1,1013,20.375,
12-Jul-14,20.5,14,0,16,0,1006.9,19.945,
13-Jul-14,19.6,11.3,0,7.3,0,1005.3,19.157,
14-Jul-14,21.8,9.6,0,5.6,3.4,1005.2,19.147,
15-Jul-14,20.8,12.3,0,9.6,0,1011.2,19.843,
16-Jul-14,22.6,13.6,0,13.7,0.2,1011.5,21.497,
17-Jul-14,21.3,10.9,0,6.4,0,1013,22.312,
18-Jul-14,23.4,14.2,0,12.1,8.6,1006.6,21.195,
19-Jul-14,20.8,15.7,0,14.3,1.4,1002.6,20.815,
20-Jul-14,20.7,13.1,0,13.4,0.1,1007.6,21.307,
21-Jul-14,23.3,10.8,0,6.3,0,1014.2,20.862,
22-Jul-14,23,13.5,0,10,0,1017.4,22.533,
23-Jul-14,24.4,14.8,0,12.9,0,1016,24.032,
24-Jul-14,24.8,14.4,0,11.2,0,1013.7,24.388,
25-Jul-14,24.9,13,0,8.7,0,1013.2,24.625,
26-Jul-14,22.4,12.2,0,9.1,0,1013,21.685,
27-Jul-14,21.6,11.4,0,6.6,0.3,1013.2,21.267,
28-Jul-14,20.8,13.9,0,13.6,1.1,1013.2,20.718,
29-Jul-14,20.2,13.2,0,12.7,0.9,1013.5,20.632,
30-Jul-14,21.5,12,0,8.6,0.8,1010.2,20.837,
31-Jul-14,22.5,11.8,0,11.5,0.3,1005.4,21.045,
01-Aug-14,20.5,11.9,0,7.1,1.5,999.7,20.26,
02-Aug-14,15.5,12.1,0,12.5,65,994.7,17.72,
03-Aug-14,18.7,10.2,0,11.8,7.1,999.2,17.435,
04-Aug-14,21.8,7.7,0,2.5,0,1007.4,18.245,
05-Aug-14,22.2,13.2,0,9.5,15,1005.8,19.565,
06-Aug-14,22.1,11.6,0,13,0.1,1005.3,20.83,
07-Aug-14,20.5,8.2,0,3,0,1008.5,18.948,
08-Aug-14,19.2,9.4,0,11.2,2.7,1003,18.243,
09-Aug-14,20.8,9.4,0,4.3,2.7,997.6,18.292,
10-Aug-14,17.3,10.4,0,11,21.9,993,17.978,
11-Aug-14,19.3,10.3,0,6,0.9,997.6,17.705,
12-Aug-14,18.1,10.1,0,6,2.7,997,17.272,
13-Aug-14,20.5,12,0,6.7,0.2,1000.6,18.175,
14-Aug-14,19.4,11.6,0,8.8,0.2,1006.7,18.41,
15-Aug-14,18.1,8.5,0,3.1,0,1013.7,17.305,
16-Aug-14,17.7,11.9,0,9.2,0,1011.8,17.577,
17-Aug-14,18.2,10.2,0,6.2,2,1005.3,17.798,
18-Aug-14,17.1,9.2,0,6.5,0.2,1007.3,16.98,
19-Aug-14,16.9,6.8,0,4.5,0.7,1010.8,16.728,
20-Aug-14,16.4,6,0,0.2,0,1012.8,15.797,
21-Aug-14,17.5,8.9,0,3.9,3.2,1007.4,16.65,
22-Aug-14,17.7,7.3,0,1.6,0.2,1008.1,16.427,
23-Aug-14,18.2,5.5,0,-0.1,0,1012,15.74,
24-Aug-14,17.1,5.4,0,1.3,2.3,1008.1,15.1,
25-Aug-14,16.8,13,0,12.1,9.7,997.9,15.923,
26-Aug-14,17.1,14,0,13.6,0,1001.4,16.188,
27-Aug-14,16.6,12.4,0,6.9,0.5,1002.2,15.575,
28-Aug-14,19.6,11.2,0,7,0.6,997.8,16.778,
29-Aug-14,18.5,13.1,0,9.6,7.5,1000.2,16.968,
30-Aug-14,18.1,9.8,0,12,0.1,1009,17.228,
31-Aug-14,20.2,9.2,0,4.3,0.1,1011.4,17.27,
01-Sep-14,17.9,13,0,9.5,0,1015.4,17.945,
02-Sep-14,17.2,9.1,0,12.8,0.1,1018.1,17.08,
03-Sep-14,19.5,8.9,0,4.9,0,1016.1,16.163,
04-Sep-14,22.7,9.6,0,6,0,1013.6,16.355,
05-Sep-14,20.5,9.8,0,6.4,0.1,1012.2,16.815,
06-Sep-14,15.9,8.6,0,6.2,0.4,1012.3,16.712,
07-Sep-14,17.6,5.7,0,1.5,0,1013.8,15.103,
08-Sep-14,17,5.1,0,1,0,1016.1,14.762,
09-Sep-14,18.3,6.4,0,2,0,1017,15.392,
10-Sep-14,18.8,6.3,0,1.6,0,1015.1,15.333,
11-Sep-14,21.1,9.6,0,5.4,0,1016.6,16.35,
12-Sep-14,19.3,8.1,0,3.4,0,1019.2,15.885,
13-Sep-14,19.8,8.4,0,3.1,0,1021.1,16.067,
14-Sep-14,17.7,12.9,0,7.1,0,1018.4,17.052,
15-Sep-14,17.3,13.6,0,11.8,0,1013.6,16.917,
16-Sep-14,19.7,12.9,0,13.3,0,1009.7,17.583,
17-Sep-14,17.7,12.4,0,7.4,1.6,1007.6,16.8,
18-Sep-14,18.1,11.8,0,6.9,0,1005.8,16.625,
19-Sep-14,16.7,13.9,0,11.4,11.4,1007.6,16.455,
20-Sep-14,17.8,9.1,0,12.4,0.1,1014.9,16.612,
21-Sep-14,18,5.4,0,0.1,0,1020.4,14.965,
22-Sep-14,18.9,7.5,0,1.6,0,1019.3,14.957,
23-Sep-14,16.2,11,0,4.5,0.3,1012.7,14.882,
24-Sep-14,17,8.1,0,2.5,0.5,1010.8,14.682,
25-Sep-14,18.9,11.8,0,4,0,1011.1,15.385,
26-Sep-14,18.5,6.7,0,9,0.1,1015.8,16.08,
27-Sep-14,20.2,6.6,0,1.2,0,1017.9,15.065,
28-Sep-14,19,11.4,0,7.8,0,1014.8,15.78,
29-Sep-14,18.9,11,0,6.2,0.6,1013.2,15.575,
30-Sep-14,19.9,11.4,0,6.4,0.3,1011.1,15.427,
01-Oct-14,16.9,5.3,0,6.1,0.3,1018.8,14.677,
02-Oct-14,18.2,3.6,0,-1.9,0,1017.8,12.715,
03-Oct-14,17.4,9.8,0,9.8,23.8,1006.8,14.295,
04-Oct-14,14.8,5.4,0,-0.3,6.8,1007.6,12.998,
05-Oct-14,14.7,7.5,0,0.7,1,999.9,12.055,
06-Oct-14,13.9,5.8,0,3.4,9.4,986,12.855,
07-Oct-14,13.8,4,0,-0.2,0.1,988.5,11.395,
08-Oct-14,13.6,7.5,0,-0.3,4.6,983.2,11.213,
09-Oct-14,14.2,5.6,0,3.3,3.1,986.8,11.557,
10-Oct-14,15,4.2,0,-1.2,0,998.6,10.595,
11-Oct-14,15,3.1,0,-1.8,0,1004.2,9.923,
12-Oct-14,15.3,2,0,-2.6,0,1006.2,9.458,
13-Oct-14,13.8,7.1,0,0.4,0.1,1004.8,10.53,
14-Oct-14,13.2,7.1,0,2.3,0.2,1002.7,11.205,
15-Oct-14,13.3,9.9,0,9.1,3.7,994.6,11.712,
16-Oct-14,16.2,6.2,0,1.4,2.9,990.8,10.785,
17-Oct-14,17.4,8.2,0,3.4,1.4,992.3,11.328,
18-Oct-14,18.1,14.5,0,9.7,0,991.9,12.835,
19-Oct-14,16.6,10.5,0,9.1,0.4,1000.7,12.545,
20-Oct-14,14.6,10.4,0,6.2,2.1,998.3,12.608,
21-Oct-14,13.6,6.1,0,4.4,2.5,1003.6,11.333,
22-Oct-14,12.5,6.4,0,0.9,0.7,1015,10.257,
23-Oct-14,16.8,10.2,0,9.1,0.8,1007.4,12.302,
24-Oct-14,13.1,8.3,0,4.3,0.3,1005.8,11.52,
25-Oct-14,14.1,8.6,0,3,0.1,1005.7,10.903,
26-Oct-14,16.7,11.6,0,7.6,0,1005.3,12.195,
27-Oct-14,17.2,15.2,0,12.4,0,1003.7,13.783,
28-Oct-14,16.7,1.9,0,12.5,14.2,1004,13.06,
29-Oct-14,12.7,1,0,-0.9,1.2,1008.5,9.487,
30-Oct-14,17.8,12.1,0,5.8,0.1,1004.8,12.275,
31-Oct-14,19.4,12.4,0,12.4,1.1,1000.7,13.677,
01-Nov-14,14.9,8.9,0,4.4,2.7,996.3,11.887,
02-Nov-14,12.3,6.9,0,3,0.2,989.5,10.195,
03-Nov-14,9.1,3.5,0,0.8,0.8,980.6,8.279,
04-Nov-14,11.6,3.4,0,0.4,1.2,990.2,7.689,
05-Nov-14,10.7,3.8,0,1.9,0.1,1001.7,7.695,
06-Nov-14,15.4,7.9,0,1.4,14.2,987.9,9.237,
07-Nov-14,11.1,5.3,0,2.5,2.1,983.2,9.298,
08-Nov-14,9.3,5.1,0,1,16,986.8,7.479,
09-Nov-14,10.5,3.9,0,0.5,0.2,993.3,6.699,
10-Nov-14,11.4,3.3,0,1.2,1.9,988.8,7.582,
11-Nov-14,12.1,5.7,0,2.6,17.6,982.1,8.454,
12-Nov-14,11.7,6,0,3.2,7.3,983.1,8.219,
13-Nov-14,11.9,6.5,0,2.1,37.6,985.2,8.065,
14-Nov-14,12.6,6.8,0,3.4,15.7,982.8,8.807,
15-Nov-14,11.6,5.4,0,1.5,6.4,990.6,7.47,
16-Nov-14,11.8,4.1,0,1.5,0.2,997.1,7.094,
17-Nov-14,10.8,4.3,0,0.6,2,1001.2,7.537,
18-Nov-14,12,6.9,0,2.8,0,1004.9,7.879,
19-Nov-14,11.4,9.6,0,4.9,9.1,1010.4,8.637,
20-Nov-14,10.2,5.2,0,4.6,0.1,1016.5,8.882,
21-Nov-14,12.5,8.4,0,4.5,14,1005.9,8.86,
22-Nov-14,13.1,3.6,0,3.8,4.6,1004.2,8.684,
23-Nov-14,6.9,1.1,0,-4.2,0,1014.6,4.614,
24-Nov-14,9.4,0.1,0,-5.8,0,1018.5,3.829,
25-Nov-14,9.6,5.3,0,-0.4,0.2,1015.9,6.641,
26-Nov-14,5.3,-0.5,0,-1.5,0.2,1006.8,6.027,
27-Nov-14,10.1,-2.1,0,-6.5,0,996.7,4.214,
28-Nov-14,12.5,9.3,0,-4.2,0,997.3,7.274,
29-Nov-14,11,3.8,0,-0.6,0,1004.5,7.839,
30-Nov-14,9.9,2.9,0,-1.1,0,1010.1,7.267,
01-Dec-14,8.5,5.7,0,-2.1,1.3,1011.2,7.126,
02-Dec-14,6.5,0.6,0,-5.4,0,1019.9,4.367,
03-Dec-14,5.6,-0.4,0,-5.6,0,1021.2,2.924,
04-Dec-14,5.9,1.2,0,-5,0,1013.6,4.02,
05-Dec-14,5.3,0.8,0,-4.3,0.3,1018,3.516,
06-Dec-14,10.1,1.5,0,-2.8,0,1016.6,3.894,
07-Dec-14,10.1,2.4,0,0,0.9,1010.3,5.042,
08-Dec-14,4.7,0.8,0,-3.3,0,1016.6,2.609,
09-Dec-14,12.4,2.2,0,-3.3,3.5,1011.1,4.725,
10-Dec-14,6.9,2.9,0,-1.6,1.7,1003.6,4.078,
11-Dec-14,5.6,3.2,0,-0.4,11.9,993.5,4.215,
12-Dec-14,4.7,0,0,-4.2,1.7,993.4,3.24,
13-Dec-14,6,-0.9,0,-6.7,0,1004.4,1.71,
14-Dec-14,9,4.9,0,-4.6,0.8,998.9,4.327,
15-Dec-14,7.1,2.7,0,-0.6,0.1,1005.2,4.013,
16-Dec-14,10.7,2.6,0,-2.8,12.2,1003.3,3.512,
17-Dec-14,11.6,10.3,0,-1.2,1.4,998,7.837,
18-Dec-14,12.8,7,0,9.9,4.6,997.8,9.37,
19-Dec-14,7.2,4.5,0,0.3,0,1008.3,5.48,
20-Dec-14,8.1,4.5,0,-0.1,0.1,1019.4,4.429,
21-Dec-14,13.2,7.3,0,0.2,0,1013.5,7.104,
22-Dec-14,13.1,11,0,8.6,1.6,1005,9.448,
23-Dec-14,12.6,5.6,0,6.6,3.3,1002.7,9.413,
24-Dec-14,6.7,3.2,0,-1.5,0,1012.5,5.301,
25-Dec-14,5.3,1.5,0,-3.2,0.1,1023.5,2.824,
26-Dec-14,6.3,1.1,0,-3.4,15,1015.3,3.271,
27-Dec-14,3.8,-1.1,0,-3.7,0,1012.3,2.424,
28-Dec-14,2.5,-2.6,0,-7.7,0,1025.9,1.354,
29-Dec-14,5.5,-3.9, , ,0,1034.2,0.673,
30-Dec-14,8.7,-0.2,4, ,0,1027.5,0.557,
31-Dec-14,11.7,8.1,0,-5.2,4.5,1018.1,3.058,
01-Jan-15,14.1,7.7,0,4.3,5.1,1008.3,6.897,
02-Jan-15,7.7,3.2,0,-1.9,0,1018.2,4.373,
03-Jan-15,6.8,-1.1,0,-0.9,9.6,1018.1,3.982,
04-Jan-15,6.8,-2.4,0,-7.1,0,1024.4,1.931,
05-Jan-15,12,1.7,0,-5.6,0,1014.6,4.214,
06-Jan-15,10,3.1,0,-0.4,0.8,1009.8,4.712,
07-Jan-15,12.1,6.8,0,-0.3,6.7,1005.6,5.647,
08-Jan-15,10.1,3.9,0,-0.5,3.6,1009.7,5.12,
09-Jan-15,15,7.5,0,2.8,2.9,1004.9,6.957,
10-Jan-15,13.4,1.8,0,2.1,4.3,1003.5,6.729,
11-Jan-15,7.8,1.8,0,-1.5,0.1,1007.8,3.789,
12-Jan-15,9.9,4.7,0,1,2.8,995.8,5.217,
13-Jan-15,5.5,0,0,-3,0,991.4,2.919,
14-Jan-15,10.7,-0.2,0,-4.1,6.2,979.5,2.399,
15-Jan-15,6.3,1.8,0,-1.6,3.2,977.9,3.316,
16-Jan-15,3.4,0.9,0,-3,0.8,995.8,2.138,
17-Jan-15,4.4,-0.5,0,-3.6,0,1004,1.413,
18-Jan-15,5.2,-1.6,0,-6.1,0,1010.9,1.349,
19-Jan-15,1.7,-4.3,0,-10.3,0,1009,0.982,
20-Jan-15,4.7,-0.2,0,-8.8,1.7,998.6,1.229,
21-Jan-15,4.7,1.3,0,-0.8,0.1,1002.7,2.423,
22-Jan-15,5.4,-0.9,0,-3.2,0,1013.1,2.359,
23-Jan-15,10.6,1.6,0,-5.7,2.3,1011.5,3.245,
24-Jan-15,6.7,0.6,0,-4.4,0,1020.2,2.563,
25-Jan-15,11.5,5,0,-2.4,1.2,1019.2,4.68,
26-Jan-15,9.4,3.3,0,-0.7,0.3,1019.8,5.088,
27-Jan-15,8.6,4.8,0,-0.5,0.1,1015,4.919,
28-Jan-15,9.5,1.5,0,0.3,1.4,997.5,4.975,
29-Jan-15,3.2,0.3,0,-0.9,6,980,2.92,
30-Jan-15,6.5,1,0,-1.1,0,975.7,2.921,
31-Jan-15,5.2,-0.1,0,-3,0,989.9,2.351,
01-Feb-15,4.6,-2.3,0,-8.6,0,1001.8,1.294,
02-Feb-15,4.2,-3,0,-7.5,0,1003.5,1.099,
03-Feb-15,4.8,-5.5,0,-10.5,0,1009.2,0.721,
04-Feb-15,5.5,-3.8,0,-9.8,0,1020.5,0.5,
05-Feb-15,7.7,0.7,0,-7.6,0,1025.7,0.721,
06-Feb-15,6.2,2.2,0,-2.5,0,1029.5,2.449,
07-Feb-15,7.6,0.2,0,0,0,1034.4,4.011,
08-Feb-15,2.3,-2,0,-6.9,0,1036,2.789,
09-Feb-15,5,0.8,0,0.3,0,1031.9,3.576,
10-Feb-15,5.1,1.6,0,1.8,0,1024.8,4.149,
11-Feb-15,6.1,0.8,0,-2.5,0,1017.4,3.962,
12-Feb-15,8.1,2.9,0,0.8,0.1,1006.2,4.408,
13-Feb-15,8.9,3.5,0,3.7,2.8,991.1,5.442,
14-Feb-15,10.1,2.7,0,-1.5,0,999,6.091,
15-Feb-15,10.4,-0.1,0,-5.5,5.6,1004.6,5.008,
16-Feb-15,7.7,-0.1,0,-0.2,0.6,1012.8,5.56,
17-Feb-15,9.2,0,0,-6.2,0,1026.9,4.143,
18-Feb-15,12.7,7.5,0,1.5,0,1020.3,6.328,
19-Feb-15,10.3,1.6,0,4.9,3.3,1008.2,6.658,
20-Feb-15,6.7,0.8,0,-5.3,0,1000.3,3.859,
21-Feb-15,7.1,0.8,0,-3.9,0,999.2,3.896,
22-Feb-15,10.9,0.3,0,-5.7,4,990.2,4.092,
23-Feb-15,6,0.7,0,-1.3,4.4,978.5,3.982,
24-Feb-15,7.8,2.9,0,0,1.7,993.7,4.558,
25-Feb-15,11.8,6.1,0,2.6,1.7,1005,6.747,
26-Feb-15,12.2,1.5,0,4.9,1.8,1004.5,7.69,
27-Feb-15,8.7,1,0,-4.7,0,1006.8,4.794,
28-Feb-15,12.3,6.3,0,0.2,0.4,991,6.744,
01-Mar-15,6.3,0.4,0,-0.6,6.7,989.6,4.218,
02-Mar-15,5.2,0.4,0,-2.7,4.1,997.5,3.413,
03-Mar-15,6,0.3,0,-3,0.3,1008.8,3.71,
04-Mar-15,9.9,1.1,0,-2.8,0,1023,4.131,
05-Mar-15,11.1,6.7,0,-1,0,1028.2,6.27,
06-Mar-15,12.4,8.1,0,4.5,0,1017.5,7.318,
07-Mar-15,14.8,9.5,0,4.8,0,1007.2,8.714,
08-Mar-15,11.7,-0.3,0,6.3,3.4,1012.5,8.824,
09-Mar-15,14.3,-0.5,0,-4.2,1.9,1010.5,6.925,
10-Mar-15,11.6,1.6,0,-3.8,0,1021.5,6.427,
11-Mar-15,12.7,2.2,0,-2.5,2.6,1014.1,6.936,
12-Mar-15,12.4,3.6,0,-2.4,7.4,1012.6,7.078,
13-Mar-15,9.7,-0.6,0,-4.2,0,1021.9,6.065,
14-Mar-15,6.3,0.4,0,-3.6,0,1028,5.853,
15-Mar-15,7.2,3.7,0,-0.3,0,1025.3,5.753,
16-Mar-15,7.6,5.2,0,2.6,0,1019.3,6.314,
17-Mar-15,8.4,1.2,0,-3.1,0,1021.2,5.571,
18-Mar-15,11.3,-3.1,0,-5,0,1028.2,5.583,
19-Mar-15,11.7,-1.7,0,-4.6,0,1029.1,6.723,
20-Mar-15,11.1,3.5,0,-1.2,0,1024.4,7.576,
21-Mar-15,11.6,1.1,0,-3.3,0,1023.5,7.753,
22-Mar-15,14,-1.4,0,-4.2,0,1017.6,7.464,
23-Mar-15,11.5,2,0,0.5,0.2,1009.8,8.742,
24-Mar-15,9.6,0.4,0,-3.8,1.4,1007.8,6.761,
25-Mar-15,9.3,-0.2,0,-5.1,5.3,1000.2,5.942,
26-Mar-15,11.2,2.4,0,3.5,1.4,1001,8.188,
27-Mar-15,12.1,2,0,-3.6,0,1009.4,8.014,
28-Mar-15,14.8,7.7,0,7.9,3.2,1000.1,10.562,
29-Mar-15,9.9,3.7,0,6.5,8.6,991.6,8.912,
30-Mar-15,11.6,2.8,0,3.2,8.8,994.9,7.403,
31-Mar-15,9.8,3.3,0,5.3,2.6,1003.5,8.215,
01-Apr-15,10.3,2.6,0,-0.6,3.3,1014.8,6.889,
02-Apr-15,9.9,4.9,0,5,9.6,1012.1,8.71,
03-Apr-15,12.1,6.8,0,7.7,2.2,1013.1,9.92,
04-Apr-15,15.7,5.7,0,0.7,0,1020.3,10.249,
05-Apr-15,13.5,5.8,0,0.4,0,1022.8,11.045,
06-Apr-15,17.1,1.7,0,-1.9,0.1,1027.9,11.693,
07-Apr-15,17.6,2.6,0,-1.6,0,1030.5,11.65,
08-Apr-15,18.9,4.5,0,-1.4,0,1025.6,11.688,
09-Apr-15,18.3,2,0,-2.6,0,1018.1,11.813,
10-Apr-15,16.9,2.2,0,-3.2,0.6,1006.7,11.461,
11-Apr-15,11.5,2.7,0,-1.2,5.5,1007.6,10.997,
12-Apr-15,10.6,2.8,0,-0.9,7.2,1013.4,9.847,
13-Apr-15,16.2,2.1,0,-2.8,0.1,1019.8,10.215,
14-Apr-15,18.5,7.3,0,5.7,0,1014.8,11.69,
15-Apr-15,12.2,4.9,0,0,0.2,1011.6,10.538,
16-Apr-15,11.9,2.9,0,0.6,0,1011.5,11.142,
17-Apr-15,13.8,0.9,0,-2.5,0,1016.5,11.036,
18-Apr-15,11.2,6.8,0,3.3,0,1023.2,12.18,
19-Apr-15,11.1,4,0,-0.9,0,1022,11.177,
20-Apr-15,13,4.8,0,1,0,1025.2,11.9,
21-Apr-15,15.7,1.1,0,-2.2,0,1030.4,12.702,
22-Apr-15,16.5,3.1,0,-0.8,0,1024.8,13.45,
23-Apr-15,18,3.4,0,0,0,1013.7,14.385,
24-Apr-15,15.4,3.8,0,-1.9,6,1001.8,12.852,
25-Apr-15,11.1,2.6,0,6.4,8.2,1000.3,11.528,
26-Apr-15,11.6,-1.9,0,-4.5,0.2,1006.8,10.007,
27-Apr-15,10.3,-1.6,0,-4.5,1.2,1005.5,9.417,
28-Apr-15,10.7,1,0,-2.1,3.1,1005.6,9.969,
29-Apr-15,12.3,2.7,0,-0.1,4.4,1002.1,10.708,
30-Apr-15,12.8,2.6,0,-0.4,0.1,1005.6,10.938,
01-May-15,10.9,2.9,0,-0.6,0,1005.4,11.035,
02-May-15,9.1,5.9,0,5.2,25.3,997.2,9.413,
03-May-15,17.1,8.2,0,6.6,16.4,987.2,12.702,
04-May-15,14.8,6.5,0,1.6,0.3,989.9,13.023,
05-May-15,13.3,6.8,0,7.9,11,982.2,12.688,
06-May-15,14.2,6.5,0,2.5,4,993.9,11.592,
07-May-15,12.8,5.5,0,1.2,0.2,1007.7,12.735,
08-May-15,10.2,4.2,0,0.2,14.3,1003.4,10.515,
09-May-15,15.6,6.6,0,6.5,1,1006.5,13.15,
10-May-15,16.8,9.3,0,8.2,0.9,1007.6,13.7,
11-May-15,17.3,8.7,0,5.6,0.3,1004.4,14.733,
12-May-15,14.6,6.3,0,4.7,0,1010.5,14.295,
13-May-15,12.9,3.5,0,-0.4,0,1011.2,14.36,
14-May-15,12,5,0,3.1,1.9,1007.4,12.972,
15-May-15,15.8,2.7,0,-0.4,0.3,1012.7,12.373,
16-May-15,14.7,5.6,0,0.8,0.1,1017.8,14.645,
17-May-15,14.1,7.1,0,1.9,3.2,1012.7,13.738,
18-May-15,12.8,6.2,0,5.8,3.2,998.8,14.497,
19-May-15,13.4,4.6,0,3.1,4.7,1001.3,14,
20-May-15,15.4,3.2,0,0.2,0,1013.1,12.903,
21-May-15,17.9,5.1,0,1.2,0,1019,14.69,
22-May-15,18,10.7,0,11.6,0,1020.4,16.575,
23-May-15,20.1,7.2,0,2.9,0,1018.2,17.747,
24-May-15,16.8,9.7,0,10.9,0.5,1014.7,18.712,
25-May-15,17,9.2,0,6.1,0,1016.8,16.94,
26-May-15,17.1,8.9,0,8.3,0,1020.9,18.26,
27-May-15,14.1,7.4,0,4.4,2.8,1014.8,16.177,
28-May-15,14.8,6.1,0,2.4,0.8,1006.4,16.228,
29-May-15,14.6,5,0,6.3,4.4,1003.3,16.932,
30-May-15,13.9,3.3,0,-0.3,4.2,1001,15,
31-May-15,13.6,5.2,0,7.9,3.1,998.8,16.24,
01-Jun-15,12.6,4.7,0,0.8,4.6,994,13.038,
02-Jun-15,16,6.6,0,2.5,0.3,995.8,14.693,
03-Jun-15,16.4,6,0,1.8,0.2,1011,15.41,
04-Jun-15,17.4,7.1,0,3.7,0,1013.2,16.41,
05-Jun-15,17.1,8.4,0,9.7,2.6,1006.7,17.243,
06-Jun-15,15.8,7.2,0,4,0.6,1016.1,15.875,
07-Jun-15,16.8,5,0,-0.5,0,1027.8,16.26,
08-Jun-15,14.1,5.9,0,2.1,0,1032,16.097,
09-Jun-15,16.3,2.8,0,-1.8,0,1030.6,17.355,
10-Jun-15,17.4,5.5,0,0.4,0,1025.1,19.24,
11-Jun-15,16.3,7.4,0,1.6,0,1015.4,18.885,
12-Jun-15,17,10.6,0,7.9,0,1007.4,18.597,
13-Jun-15,18.1,10,0,9.9,0,1006.6,19.497,
14-Jun-15,16.4,6.8,0,2,0,1011.8,19.127,
15-Jun-15,18.5,6.5,0,1.1,0,1016.2,19.298,
